timestamp,sensor_id,value,priority
2026-04-14T08:11:44Z,ACCEL-004,29.636,HIGH
2026-04-14T08:11:44Z,HUM-005,27.272,
2026-04-14T08:11:44Z,FLOW-006,45.932,MEDIUM
2026-04-14T08:11:44Z,HUM-007,39.981,MEDIUM
2026-04-14T08:11:44Z,HUM-008,27.892,HIGH
2026-04-14T08:11:44.695674,CORRUPT,ERR,ERR
2026-04-14T08:11:44Z,HUM-010,43.681,HIGH
2026-04-14T08:11:44Z,TEMP-011,41.619,MEDIUM
2026-04-14T08:11:44Z,TEMP-012,104.392,MEDIUM
2026-04-14T08:11:44Z,TEMP-001,81.974,LOW
2026-04-14T08:11:44Z,PRES-002,37.098,MEDIUM
2026-04-14T08:11:44Z,TEMP-003,SYSTEM_HALT_ERR,LOW
2026-04-14T08:11:44Z,ACCEL-004,29.803,MEDIUM
2026-04-14T08:11:44Z,HUM-005,27.124,MEDIUM
2026-04-14T08:11:44Z,FLOW-006,46.034,MEDIUM
2026-04-14T08:11:44Z,HUM-007,40.072,MEDIUM
2026-04-14T08:11:44Z,HUM-008,27.941,MEDIUM
2026-04-14T08:11:44Z,HUM-009,97.273,MEDIUM
2026-04-14T08:11:44Z,HUM-010,43.804,MEDIUM
2026-04-14T08:11:44Z,TEMP-011,41.663,MEDIUM
2026-04-14T08:11:44Z,TEMP-012,104.464,LOW
2026-04-14T08:11:44Z,TEMP-001,81.898,LOW
2026-04-14T08:11:44Z,PRES-002,37.017,HIGH
2026-04-14T08:11:44Z,TEMP-003,36.834,LOW
2026-04-14T08:11:44Z,ACCEL-004,29.657,MEDIUM
2026-04-14T08:11:44Z,HUM-005,26.938,MEDIUM
2026-04-14T08:11:44Z,FLOW-006,46.089,HIGH
2026-04-14T08:11:44Z,HUM-007,40.178,LOW
2026-04-14T08:11:44Z,HUM-008,27.981,MEDIUM
2026-04-14T08:11:44Z,HUM-009,97.121,MEDIUM
2026-04-14T08:11:44Z,HUM-010,43.958,MEDIUM
2026-04-14T08:11:44Z,TEMP-011,41.667,LOW
2026-04-14T08:11:44Z,TEMP-012,104.378,LOW
2026-04-14T08:11:44Z,TEMP-001,82.029,LOW
2026-04-14T08:11:44Z,PRES-002,37.08,LOW
2026-04-14T08:11:44Z,TEMP-003,36.795,HIGH
2026-04-14T08:11:44.696299,CORRUPT,ERR,ERR
2026-04-14T08:11:44Z,HUM-005,26.833,MEDIUM
2026-04-14T08:11:44Z,FLOW-006,46.234,HIGH
2026-04-14T08:11:44Z,HUM-007,40.145,
2026-04-14T08:11:44Z,HUM-008,27.996,HIGH
2026-04-14T08:11:44Z,HUM-009,97.115,MEDIUM
2026-04-14T08:11:44Z,HUM-010,44.001,MEDIUM
2026-04-14T08:11:44Z,TEMP-011,41.79,MEDIUM
2026-04-14T08:11:44Z,TEMP-012,104.268,MEDIUM
2026-04-14T08:11:44Z,TEMP-001,82.211,LOW
2026-04-14T08:11:44Z,PRES-002,36.946,LOW
2026-04-14T08:11:44Z,TEMP-003,36.985,MEDIUM
2026-04-14T08:11:44Z,ACCEL-004,29.892,LOW
2026-04-14T08:11:44Z,HUM-005,26.939,MEDIUM
2026-04-14T08:11:44Z,FLOW-006,46.226,HIGH
2026-04-14T08:11:44Z,HUM-007,40.019,HIGH
2026-04-14T08:11:44Z,HUM-008,27.996,MEDIUM
2026-04-14T08:11:44Z,HUM-009,97.114,HIGH
2026-04-14T08:11:44Z,HUM-010,43.926,MEDIUM
2026-04-14T08:11:44Z,TEMP-011,41.618,MEDIUM
2026-04-14T08:11:44Z,TEMP-012,49.567,MEDIUM
2026-04-14T08:11:44Z,TEMP-001,82.115,LOW
2026-04-14T08:11:44Z,PRES-002,36.921,LOW
2026-04-14T08:11:44Z,TEMP-003,37.182,MEDIUM
2026-04-14T08:11:44Z,ACCEL-004,29.957,MEDIUM
2026-04-14T08:11:44Z,HUM-005,26.846,HIGH
2026-04-14T08:11:44Z,FLOW-006,46.028,HIGH
2026-04-14T08:11:44Z,HUM-007,40.069,MEDIUM
2026-04-14T08:11:44Z,HUM-008,28.098,LOW
2026-04-14T08:11:44Z,HUM-009,97.145,HIGH
2026-04-14T08:11:44Z,HUM-010,43.84,MEDIUM
2026-04-14T08:11:44Z,TEMP-011,41.437,LOW
2026-04-14T08:11:44Z,TEMP-012,49.616,LOW
2026-04-14T08:11:44Z,TEMP-001,82.27,HIGH
2026-04-14T08:11:44Z,PRES-002,36.925,LOW
2026-04-14T08:11:44Z,TEMP-003,37.37,MEDIUM
2026-04-14T08:11:44Z,ACCEL-004,30.087,LOW
2026-04-14T08:11:44Z,HUM-005,26.671,HIGH
2026-04-14T08:11:44Z,FLOW-006,45.944,MEDIUM
2026-04-14T08:11:44Z,HUM-007,39.961,HIGH
2026-04-14T08:11:44Z,HUM-008,28.206,MEDIUM
2026-04-14T08:11:44Z,HUM-009,97.004,HIGH
2026-04-14T08:11:44Z,HUM-010,43.983,MEDIUM
2026-04-14T08:11:44Z,TEMP-011,41.251,HIGH
2026-04-14T08:11:44Z,TEMP-012,49.729,LOW
2026-04-14T08:11:44.696956,CORRUPT,ERR,ERR
2026-04-14T08:11:44Z,PRES-002,36.989,HIGH
2026-04-14T08:11:44Z,TEMP-003,37.293,HIGH
2026-04-14T08:11:44Z,ACCEL-004,30.196,MEDIUM
2026-04-14T08:11:44Z,HUM-005,26.588,HIGH
2026-04-14T08:11:44Z,FLOW-006,45.974,MEDIUM
2026-04-14T08:11:44Z,HUM-007,40.152,HIGH
2026-04-14T08:11:44Z,HUM-008,28.38,HIGH
2026-04-14T08:11:44Z,HUM-009,97.057,MEDIUM
2026-04-14T08:11:44Z,HUM-010,43.869,LOW
2026-04-14T08:11:44Z,TEMP-011,41.347,MEDIUM
2026-04-14T08:11:44Z,TEMP-012,49.769,MEDIUM
2026-04-14T08:11:44Z,TEMP-001,82.176,MEDIUM
2026-04-14T08:11:44Z,PRES-002,37.02,LOW
2026-04-14T08:11:44Z,TEMP-003,37.293,HIGH
2026-04-14T08:11:44Z,ACCEL-004,30.303,MEDIUM
2026-04-14T08:11:44Z,HUM-005,26.482,HIGH
2026-04-14T08:11:44Z,FLOW-006,46.062,LOW
2026-04-14T08:11:44Z,HUM-007,40.069,HIGH
2026-04-14T08:11:44Z,HUM-008,28.562,LOW
2026-04-14T08:11:44Z,HUM-009,97.105,HIGH
2026-04-14T08:11:44Z,HUM-010,43.824,HIGH
2026-04-14T08:11:44Z,TEMP-011,41.509,HIGH
2026-04-14T08:11:44Z,TEMP-012,49.847,HIGH
2026-04-14T08:11:44Z,TEMP-001,82.061,MEDIUM
2026-04-14T08:11:44Z,PRES-002,SYSTEM_HALT_ERR,HIGH
2026-04-14T08:11:44Z,TEMP-003,37.302,LOW
2026-04-14T08:11:44Z,ACCEL-004,30.469,HIGH
2026-04-14T08:11:44Z,HUM-005,26.51,HIGH
2026-04-14T08:11:44Z,FLOW-006,46.127,LOW
2026-04-14T08:11:44Z,HUM-007,40.191,LOW
2026-04-14T08:11:44Z,HUM-008,28.633,LOW
2026-04-14T08:11:44Z,HUM-009,97.079,LOW
2026-04-14T08:11:44Z,HUM-010,43.851,MEDIUM
2026-04-14T08:11:44Z,TEMP-011,41.356,HIGH
2026-04-14T08:11:44Z,TEMP-012,49.73,LOW
2026-04-14T08:11:44Z,TEMP-001,81.988,MEDIUM
2026-04-14T08:11:44Z,PRES-002,37.184,HIGH
2026-04-14T08:11:44Z,TEMP-003,37.436,LOW
2026-04-14T08:11:44Z,ACCEL-004,30.584,HIGH
2026-04-14T08:11:44Z,HUM-005,26.596,MEDIUM
2026-04-14T08:11:44Z,FLOW-006,46.109,LOW
2026-04-14T08:11:44Z,HUM-007,40.242,HIGH
2026-04-14T08:11:44Z,HUM-008,28.725,MEDIUM
2026-04-14T08:11:44Z,HUM-009,97.271,HIGH
2026-04-14T08:11:44Z,HUM-010,43.697,HIGH
2026-04-14T08:11:44Z,TEMP-011,41.274,MEDIUM
2026-04-14T08:11:44Z,TEMP-012,49.775,MEDIUM
2026-04-14T08:11:44Z,TEMP-001,81.986,HIGH
2026-04-14T08:11:44.697596,CORRUPT,ERR,ERR
2026-04-14T08:11:44Z,TEMP-003,37.312,MEDIUM
2026-04-14T08:11:44Z,ACCEL-004,30.54,LOW
2026-04-14T08:11:44Z,HUM-005,26.779,LOW
2026-04-14T08:11:44Z,FLOW-006,46.038,HIGH
2026-04-14T08:11:44Z,HUM-007,40.244,LOW
2026-04-14T08:11:44Z,HUM-008,28.906,LOW
2026-04-14T08:11:44Z,HUM-009,97.188,MEDIUM
2026-04-14T08:11:44Z,HUM-010,43.591,HIGH
2026-04-14T08:11:44Z,TEMP-011,41.148,MEDIUM
2026-04-14T08:11:44Z,TEMP-012,49.93,HIGH
2026-04-14T08:11:44Z,TEMP-001,82.119,MEDIUM
2026-04-14T08:11:44Z,PRES-002,36.85,MEDIUM
2026-04-14T08:11:44Z,TEMP-003,37.203,HIGH
2026-04-14T08:11:44Z,ACCEL-004,30.589,MEDIUM
2026-04-14T08:11:44Z,HUM-005,26.773,LOW
2026-04-14T08:11:44Z,FLOW-006,46.188,MEDIUM
2026-04-14T08:11:44Z,HUM-007,40.35,MEDIUM
2026-04-14T08:11:44Z,HUM-008,29.018,MEDIUM
2026-04-14T08:11:44Z,HUM-009,97.23,MEDIUM
2026-04-14T08:11:44Z,HUM-010,43.762,HIGH
2026-04-14T08:11:44Z,TEMP-011,41.09,LOW
2026-04-14T08:11:44Z,TEMP-012,49.872,MEDIUM
2026-04-14T08:11:44Z,TEMP-001,81.931,MEDIUM
2026-04-14T08:11:44Z,PRES-002,36.732,LOW
2026-04-14T08:11:44Z,TEMP-003,37.39,HIGH
2026-04-14T08:11:44Z,ACCEL-004,30.471,HIGH
2026-04-14T08:11:44Z,HUM-005,26.678,LOW
2026-04-14T08:11:44Z,FLOW-006,46.023,LOW
2026-04-14T08:11:44Z,HUM-007,40.421,LOW
2026-04-14T08:11:44Z,HUM-008,28.963,MEDIUM
2026-04-14T08:11:44Z,HUM-009,97.205,MEDIUM
2026-04-14T08:11:44Z,HUM-010,43.578,LOW
2026-04-14T08:11:44Z,TEMP-011,41.045,MEDIUM
2026-04-14T08:11:44Z,TEMP-012,49.838,MEDIUM
2026-04-14T08:11:44Z,TEMP-001,81.876,HIGH
2026-04-14T08:11:44Z,PRES-002,36.888,MEDIUM
2026-04-14T08:11:44Z,TEMP-003,37.34,LOW
2026-04-14T08:11:44Z,ACCEL-004,30.609,HIGH
2026-04-14T08:11:44Z,HUM-005,26.506,MEDIUM
2026-04-14T08:11:44Z,FLOW-006,45.866,HIGH
2026-04-14T08:11:44Z,HUM-007,40.548,MEDIUM
2026-04-14T08:11:44Z,HUM-008,28.908,HIGH
2026-04-14T08:11:44Z,HUM-009,97.064,LOW
2026-04-14T08:11:44Z,HUM-010,43.444,MEDIUM
2026-04-14T08:11:44Z,TEMP-011,41.24,HIGH
2026-04-14T08:11:44Z,TEMP-012,49.75,MEDIUM
2026-04-14T08:11:44Z,TEMP-001,81.966,HIGH
2026-04-14T08:11:44Z,PRES-002,36.701,LOW
2026-04-14T08:11:44Z,TEMP-003,37.196,MEDIUM
2026-04-14T08:11:44Z,ACCEL-004,30.62,HIGH
2026-04-14T08:11:44Z,HUM-005,26.327,MEDIUM
2026-04-14T08:11:44Z,FLOW-006,SYSTEM_HALT_ERR,HIGH
2026-04-14T08:11:44.698354,CORRUPT,ERR,ERR
2026-04-14T08:11:44Z,HUM-008,28.724,HIGH
2026-04-14T08:11:44Z,HUM-009,97.182,MEDIUM
2026-04-14T08:11:44Z,HUM-010,43.568,MEDIUM
2026-04-14T08:11:44Z,TEMP-011,41.249,MEDIUM
2026-04-14T08:11:44Z,TEMP-012,49.576,HIGH
2026-04-14T08:11:44Z,TEMP-001,82.116,LOW
2026-04-14T08:11:44Z,PRES-002,36.523,MEDIUM
2026-04-14T08:11:44Z,TEMP-003,37.013,MEDIUM
2026-04-14T08:11:44Z,ACCEL-004,30.817,MEDIUM
2026-04-14T08:11:44Z,HUM-005,26.442,LOW
2026-04-14T08:11:44Z,FLOW-006,45.769,HIGH
2026-04-14T08:11:44Z,HUM-007,40.58,HIGH
2026-04-14T08:11:44Z,HUM-008,28.73,MEDIUM
2026-04-14T08:11:44Z,HUM-009,97.028,LOW
2026-04-14T08:11:44Z,HUM-010,43.573,LOW
2026-04-14T08:11:44Z,TEMP-011,41.135,MEDIUM
2026-04-14T08:11:44Z,TEMP-012,49.632,MEDIUM
2026-04-14T08:11:44Z,TEMP-001,82.155,MEDIUM
2026-04-14T08:11:44Z,PRES-002,36.57,HIGH
2026-04-14T08:11:44Z,TEMP-003,36.996,HIGH
2026-04-14T08:11:44Z,ACCEL-004,30.81,HIGH
2026-04-14T08:11:44Z,HUM-005,26.384,HIGH
2026-04-14T08:11:44Z,FLOW-006,45.732,LOW
2026-04-14T08:11:44Z,HUM-007,40.687,LOW
2026-04-14T08:11:44Z,HUM-008,28.725,LOW
2026-04-14T08:11:44Z,HUM-009,97.185,LOW
2026-04-14T08:11:44Z,HUM-010,43.708,MEDIUM
2026-04-14T08:11:44Z,TEMP-011,41.01,LOW
2026-04-14T08:11:44Z,TEMP-012,49.819,MEDIUM
2026-04-14T08:11:44Z,TEMP-001,81.984,MEDIUM
2026-04-14T08:11:44Z,PRES-002,36.416,MEDIUM
2026-04-14T08:11:44Z,TEMP-003,37.131,HIGH
2026-04-14T08:11:44Z,ACCEL-004,30.813,HIGH
2026-04-14T08:11:44Z,HUM-005,26.441,LOW
2026-04-14T08:11:44Z,FLOW-006,45.782,LOW
2026-04-14T08:11:44Z,HUM-007,40.856,HIGH
2026-04-14T08:11:44Z,HUM-008,28.624,LOW
2026-04-14T08:11:44Z,HUM-009,97.378,MEDIUM
2026-04-14T08:11:44Z,HUM-010,43.88,MEDIUM
2026-04-14T08:11:44Z,TEMP-011,40.83,MEDIUM
2026-04-14T08:11:44Z,TEMP-012,49.68,MEDIUM
2026-04-14T08:11:44Z,TEMP-001,83.201,LOW
2026-04-14T08:11:44Z,PRES-002,36.454,MEDIUM
2026-04-14T08:11:44Z,TEMP-003,37.062,MEDIUM
2026-04-14T08:11:44Z,ACCEL-004,30.804,HIGH
2026-04-14T08:11:44Z,HUM-005,26.397,MEDIUM
2026-04-14T08:11:44Z,FLOW-006,119.795,MEDIUM
2026-04-14T08:11:44Z,HUM-007,41.029,LOW
2026-04-14T08:11:44Z,HUM-008,28.822,HIGH
2026-04-14T08:11:44Z,HUM-009,97.259,LOW
2026-04-14T08:11:44Z,HUM-010,43.682,HIGH
2026-04-14T08:11:44Z,TEMP-011,40.848,LOW
2026-04-14T08:11:44Z,TEMP-012,49.787,MEDIUM
2026-04-14T08:11:44Z,TEMP-001,83.086,HIGH
2026-04-14T08:11:44Z,PRES-002,36.497,HIGH
2026-04-14T08:11:44Z,TEMP-003,37.234,LOW
2026-04-14T08:11:44.699699,CORRUPT,ERR,ERR
2026-04-14T08:11:44Z,HUM-005,26.328,MEDIUM
2026-04-14T08:11:44Z,FLOW-006,119.751,MEDIUM
2026-04-14T08:11:44Z,HUM-007,41.095,LOW
2026-04-14T08:11:44Z,HUM-008,28.819,LOW
2026-04-14T08:11:44Z,HUM-009,97.294,HIGH
2026-04-14T08:11:44Z,HUM-010,43.51,MEDIUM
2026-04-14T08:11:44Z,TEMP-011,41.022,LOW
2026-04-14T08:11:44Z,TEMP-012,49.921,HIGH
2026-04-14T08:11:44Z,TEMP-001,82.958,HIGH
2026-04-14T08:11:44Z,PRES-002,36.3,LOW
2026-04-14T08:11:44Z,TEMP-003,37.229,MEDIUM
2026-04-14T08:11:44Z,ACCEL-004,30.544,LOW
2026-04-14T08:11:44Z,HUM-005,26.441,HIGH
2026-04-14T08:11:44Z,FLOW-006,119.734,MEDIUM
2026-04-14T08:11:44Z,HUM-007,41.271,MEDIUM
2026-04-14T08:11:44Z,HUM-008,28.867,MEDIUM
2026-04-14T08:11:44Z,HUM-009,97.109,MEDIUM
2026-04-14T08:11:44Z,HUM-010,43.354,LOW
2026-04-14T08:11:44Z,TEMP-011,41.135,MEDIUM
2026-04-14T08:11:44Z,TEMP-012,49.791,HIGH
2026-04-14T08:11:44Z,TEMP-001,82.918,LOW
2026-04-14T08:11:44Z,PRES-002,36.199,MEDIUM
2026-04-14T08:11:44Z,TEMP-003,37.075,LOW
2026-04-14T08:11:44Z,ACCEL-004,30.544,LOW
2026-04-14T08:11:44.699997,CORRUPT,ERR,ERR
2026-04-14T08:11:44Z,FLOW-006,119.601,LOW
2026-04-14T08:11:44Z,HUM-007,41.101,MEDIUM
2026-04-14T08:11:44Z,HUM-008,28.992,HIGH
2026-04-14T08:11:44Z,HUM-009,97.228,LOW
2026-04-14T08:11:44Z,HUM-010,43.52,MEDIUM
2026-04-14T08:11:44Z,TEMP-011,41.039,HIGH
2026-04-14T08:11:44Z,TEMP-012,49.704,LOW
2026-04-14T08:11:44Z,TEMP-001,82.926,HIGH
2026-04-14T08:11:44Z,PRES-002,36.233,LOW
2026-04-14T08:11:44Z,TEMP-003,36.925,LOW
2026-04-14T08:11:44Z,ACCEL-004,30.424,MEDIUM
2026-04-14T08:11:44Z,HUM-005,26.486,MEDIUM
2026-04-14T08:11:44Z,FLOW-006,119.711,HIGH
2026-04-14T08:11:44Z,HUM-007,40.961,MEDIUM
2026-04-14T08:11:44Z,HUM-008,29.125,LOW
2026-04-14T08:11:44Z,HUM-009,97.323,LOW
2026-04-14T08:11:44Z,HUM-010,43.632,HIGH
2026-04-14T08:11:44Z,TEMP-011,40.962,MEDIUM
2026-04-14T08:11:44Z,TEMP-012,49.826,LOW
2026-04-14T08:11:44Z,TEMP-001,82.823,LOW
2026-04-14T08:11:44Z,PRES-002,36.116,MEDIUM
2026-04-14T08:11:44Z,TEMP-003,37.037,MEDIUM
2026-04-14T08:11:44Z,ACCEL-004,30.491,LOW
